Complexity,Loss,Equation
1,0.5048999,"14.921113"
5,0.50478184,"(0.21724048 / x0) + 14.893149"
6,0.012966887,"14.914109 - sin(x0 / 0.16052291)"
8,1.0272365e-6,"sin((x0 + 107.40879) / 0.15914339) + 14.911468"
14,1.0031933e-6,"sin((x0 + (108.595474 - 1.1866455)) / ((0.15914339 + x0) - x0)) + 14.911468"
21,1.0000139e-6,"sin(((0.15916762 / (-1.7108834 - cos(-0.045966364))) - (1.1279173 - (x0 + 108.595474))) / ((0.15914339 + x0) - x0)) + 14.911468"
