Complexity,Loss,Equation
1,0.5048999,"1.4896238"
5,0.50481933,"1.4621063 - (-0.24991684 / x0)"
6,0.00084021705,"cos(x0 / -0.15925056) + 1.4714293"
8,0.00017485024,"cos((x0 - -0.004583375) / -0.15925056) + 1.4714293"
14,1.9881095e-7,"sin((((x0 + -1.2428167) + x0) * -2.6416335) - (x0 + 1.7120278)) + 1.4796987"
