Complexity,Loss,Equation
1,485.43985,"31.388517"
3,38.433823,"x1 * x0"
5,7.6633916,"(x0 * x1) + 5.547111"
7,3.2544278e-12,"(x2 + (x1 * x0)) + 5.0"
9,3.048264e-12,"(((x0 * x1) + x2) - -4.5793157) + 0.42068428"
11,1.9213075e-12,"((x1 - (0.1607755 / x0)) * x0) + (x2 - -5.1607757)"
15,1.7759305e-12,"((x1 - ((0.1607755 / (x0 / x1)) / x1)) * x0) + (x2 - -5.1607757)"
