Complexity,Loss,Equation
1,3504.5974,"-0.97142154"
3,1.5694468e-12,"10.0 - x0"
5,1.4399859e-12,"(9.297081 - x0) + 0.7029191"
7,9.640643e-13,"(5.4385834 - (x0 + -2.7738874)) + 1.7875295"
9,8.112977e-13,"(5.6203384 - ((x0 - 0.575249) + -1.9884717)) + 1.815941"
