Complexity,Loss,Equation
1,1470.3973,"59.55299"
3,25.000002,"x1 * x0"
5,9.8953025e-12,"(x1 * x0) + 5.0"
7,9.7725205e-12,"((x1 * x0) - -3.392893) + 1.607107"
9,9.699761e-12,"((x1 + 1.0) * x0) + (5.0 - x0)"
11,7.1304386e-12,"((((x1 * x0) + 4.965319) - x0) + x0) + 0.03468064"
19,7.1236172e-12,"(x0 + ((((x0 + x0) + ((4.965319 - x0) - x0)) + (x0 * x1)) - x0)) + 0.03468064"
