Complexity,Loss,Equation
1,0.5048999,"0.46535203"
4,0.24631427,"sin(x0 * 6.2049327)"
6,0.027344227,"sin(x0 * 6.2039933) + 0.46810678"
8,7.0104754e-8,"sin((0.66509753 - x0) * 6.283266) + 0.45545366"
12,6.9669014e-8,"sin((((x0 + 0.66509753) - x0) - x0) * 6.283266) + 0.45545366"
