Complexity,Loss,Equation
1,1470.3973,"59.551796"
3,25.000002,"x0 * x1"
5,9.920314e-12,"(x0 * x1) - -5.0000005"
7,8.392362e-12,"(x0 + (5.0 / x1)) * x1"
9,8.390089e-12,"(x1 + 1.8626451e-9) * ((5.0 / x1) + x0)"
11,7.85576e-12,"(((4.4096513 / x1) + x0) - (-0.59034884 / x1)) * x1"
13,7.701146e-12,"((x0 * x1) + ((x1 - (x1 + -1.7957256)) + 0.013195949)) - -3.1910784"
17,7.5283425e-12,"((((x0 + 1.9062378) - x1) + (x0 * x1)) + (x1 - (x0 + -0.037296973))) + 3.0564654"
