Complexity,Loss,Equation
1,485.43985,"31.388266"
3,38.433823,"x0 * x1"
5,7.6633916,"(x1 * x0) + 5.5470963"
7,3.670522e-12,"(x2 + (x0 * x1)) + 5.0000005"
9,2.7847592e-12,"(((x1 * x0) + 3.5433426) + x2) - -1.4566575"
11,2.7779378e-12,"(((x2 + 0.45087013) - -4.0983706) + (x0 * x1)) - -0.45075926"
13,1.733298e-12,"((x1 * (x0 + 0.00017640232)) + (x2 + (x1 * -0.00017631729))) - -5.0000005"
17,1.4877344e-12,"(((x2 + (x1 * -0.29163358)) + (x1 - -3.1337008)) + 1.8662993) + ((x0 + -0.7083664) * x1)"
