Complexity,Loss,Equation
1,3410.3552,"3.0557604"
3,1.3657218e-12,"10.0 - x0"
9,1.2952359e-12,"(x0 * (7.433777 / x0)) - (x0 + -2.5662231)"
11,1.271955e-12,"((x0 - ((x0 + x0) + -6.0357056)) + 3.0146866) - -0.9496079"
13,1.2163373e-12,"((x0 - (((x0 + -4.350464) + x0) - 1.248886)) + 3.0373) - -1.3633499"
15,1.2137793e-12,"(((x0 / x0) + (x0 - ((x0 + -5.59935) + x0))) + 2.0373) - -1.36335"
17,1.2135519e-12,"(((x0 / x0) + (x0 - ((x0 + (-4.350464 + x0)) - 1.248886))) + 2.0373) - -1.36335"
